source,prediction_id,family,predicate,compatibility_monotone,compatibility_endpoint_change
sgfn,sgfn_official_full_l160:official_test:4fbad32f-465b-2a5d-8408-146ab1d72808:1:26:29:lower than,relative_vertical,lower than,True,0.0016677699605932572
sgfn,sgfn_official_full_l160:official_test:7747a50c-9431-24e8-877d-e60c3a341cc2:5:22:53:higher than,relative_vertical,higher than,True,0.0
open3dsg,open3dsg_ov:full_official_validation:9766cbf7-6321-2e2f-81e1-2b46533c64dd_4:26:32:higher than,relative_vertical,higher than,True,8.105710724848336e-08
sgfn,sgfn_official_full_l160:official_test:c92fb5b5-f771-2064-8570-dbe16cb33764:3:20:21:lower than,relative_vertical,lower than,True,0.0
vlsat,vlsat_closed_set:full_official_validation:0cac761b-8d6f-2d13-8f16-23a7d73c54fe:1:15:14:lower than,relative_vertical,lower than,True,1.5444822420995763e-07
open3dsg,open3dsg_ov:full_official_validation:c7895f7a-339c-2d13-82ac-09ef1c9001ba_2:16:28:higher than,relative_vertical,higher than,True,2.3883969940130534e-05
vlsat,vlsat_closed_set:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2:4:26:18:higher than,relative_vertical,higher than,True,0.9099750068325496
open3dsg,open3dsg_ov:full_official_validation:10b1792a-3938-2467-8b4e-a93da27a0985_2:1:42:higher than,relative_vertical,higher than,True,0.3314150295810918
open3dsg,open3dsg_ov:full_official_validation:742e8f15-be0a-294e-9ebb-6c72dbcb9662_1:1:5:higher than,relative_vertical,higher than,True,0.9921379570002773
sgfn,sgfn_official_full_l160:official_test:38770ca5-86d7-27b8-871c-57fdbfe87905:2:29:48:higher than,relative_vertical,higher than,True,0.9999927692294155
open3dsg,open3dsg_ov:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885_3:26:2:higher than,relative_vertical,higher than,True,3.3177333991218916e-08
sgfn,sgfn_official_full_l160:official_test:b1f23308-d255-2761-94da-981d962c6bf8:1:5:2:higher than,relative_vertical,higher than,True,0.9960298119855385
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:3:18:65:lower than,relative_vertical,lower than,True,0.0
vlsat,vlsat_closed_set:full_official_validation:10b1792a-3938-2467-8b4e-a93da27a0985:4:35:32:higher than,relative_vertical,higher than,True,0.532331911856413
sgfn,sgfn_official_full_l160:official_test:422885c5-192d-25fc-85e6-12a3d65c8e7b:2:13:7:lower than,relative_vertical,lower than,True,2.213927309258068e-07
open3dsg,open3dsg_ov:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe_4:30:62:lower than,relative_vertical,lower than,True,5.493722143867785e-08
sgfn,sgfn_official_full_l160:official_test:f2c76fe5-2239-29d0-8593-1a2555125595:3:22:28:lower than,relative_vertical,lower than,True,6.627293158700809e-10
sgfn,sgfn_official_full_l160:official_test:d04eb40f-1d53-27ea-8a41-47892bde7017:1:8:5:lower than,relative_vertical,lower than,True,6.481555670456718e-05
vlsat,vlsat_closed_set:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015:2:11:12:lower than,relative_vertical,lower than,True,5.654869461579892e-09
open3dsg,open3dsg_ov:full_official_validation:b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_1:18:1:lower than,relative_vertical,lower than,True,0.9999996831147567
sgfn,sgfn_official_full_l160:official_test:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:3:5:47:lower than,relative_vertical,lower than,True,0.007584090177772618
vlsat,vlsat_closed_set:full_official_validation:c92fb5b7-f771-2064-87a9-31c819832405:1:13:44:lower than,relative_vertical,lower than,True,2.128711447269005e-05
sgfn,sgfn_official_full_l160:official_test:0988ea72-eb32-2e61-8344-99e2283c2728:1:13:31:higher than,relative_vertical,higher than,True,0.04568911280267196
open3dsg,open3dsg_ov:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6_1:16:1:higher than,relative_vertical,higher than,True,2.185933323239908e-09
vlsat,vlsat_closed_set:full_official_validation:0cac7532-8d6f-2d13-8cea-1e70d5ae4856:2:13:10:lower than,relative_vertical,lower than,True,0.016622792531119646
vlsat,vlsat_closed_set:full_official_validation:0cac7582-8d6f-2d13-8d4b-e4041cb166c4:3:12:6:lower than,relative_vertical,lower than,True,1.356875389824097e-08
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:2:34:505:lower than,relative_vertical,lower than,True,1.9890755709184305e-12
open3dsg,open3dsg_ov:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e_6:1:17:lower than,relative_vertical,lower than,True,2.40730887979268e-06
sgfn,sgfn_official_full_l160:official_test:68bae75f-3567-2f7c-829d-7422117729f3:2:20:9:lower than,relative_vertical,lower than,True,2.3181623976409327e-05
sgfn,sgfn_official_full_l160:official_test:ab835fae-54c6-29a1-995e-b06cfc555786:1:4:23:higher than,relative_vertical,higher than,True,2.2260213466962497e-06
vlsat,vlsat_closed_set:full_official_validation:c7895f27-339c-2d13-836b-c12dca280261:5:39:6:higher than,relative_vertical,higher than,True,2.2040402958278804e-07
open3dsg,open3dsg_ov:full_official_validation:8eabc461-5af7-2f32-8663-ce5a10fd97b3_3:1:48:lower than,relative_vertical,lower than,True,0.0034096009465622856
open3dsg,open3dsg_ov:full_official_validation:6e67e550-1209-2cd0-8294-7cc2564cf82c_1:8:11:higher than,relative_vertical,higher than,True,7.118056833954611e-06
sgfn,sgfn_official_full_l160:official_test:75c25975-9ca2-2844-9769-84677f46d4cf:3:25:30:higher than,relative_vertical,higher than,True,0.00025609547390637033
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:8:61:22:lower than,relative_vertical,lower than,True,1.7328482069256523e-06
vlsat,vlsat_closed_set:full_official_validation:1d2f850c-d757-207c-8fba-60b90a7d4691:5:19:54:lower than,relative_vertical,lower than,True,0.0
open3dsg,open3dsg_ov:full_official_validation:bf9a3da2-45a5-2e80-8219-1f0a216399fe_3:22:13:lower than,relative_vertical,lower than,True,8.692794144171678e-06
sgfn,sgfn_official_full_l160:official_test:8eabc461-5af7-2f32-8663-ce5a10fd97b3:3:65:53:higher than,relative_vertical,higher than,True,6.604403006704729e-07
sgfn,sgfn_official_full_l160:official_test:10b17963-3938-2467-8a48-0d4af350ce92:2:15:6:lower than,relative_vertical,lower than,True,0.004323946140178059
vlsat,vlsat_closed_set:full_official_validation:43b8cadf-6678-2e38-9920-064144c99406:3:19:4:higher than,relative_vertical,higher than,True,1.5018379618814137e-06
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_3:20:10:higher than,relative_vertical,higher than,True,2.089550754647007e-10
sgfn,sgfn_official_full_l160:official_test:4d3d82b0-8cf4-2e04-80a8-c955ea964c2f:3:1:17:lower than,relative_vertical,lower than,True,5.340172748447003e-14
sgfn,sgfn_official_full_l160:official_test:ddc73797-765b-241a-9e2c-097c5989baf6:7:22:57:lower than,relative_vertical,lower than,True,9.705596967224395e-07
open3dsg,open3dsg_ov:full_official_validation:c7895f27-339c-2d13-836b-c12dca280261_6:5:1:higher than,relative_vertical,higher than,True,2.3691837636174995e-07
vlsat,vlsat_closed_set:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf:3:67:79:lower than,relative_vertical,lower than,True,0.9979726664596189
vlsat,vlsat_closed_set:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017:2:32:38:higher than,relative_vertical,higher than,True,2.4694302472427765e-05
vlsat,vlsat_closed_set:full_official_validation:0cac7676-8d6f-2d13-8f3a-d7bf7f03e721:4:39:17:lower than,relative_vertical,lower than,True,1.737312516070233e-10
sgfn,sgfn_official_full_l160:official_test:10b17940-3938-2467-8a7a-958300ba83d3:3:22:17:lower than,relative_vertical,lower than,True,3.5338398873818733e-13
open3dsg,open3dsg_ov:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7_2:30:8:lower than,relative_vertical,lower than,True,4.35540901122522e-08
vlsat,vlsat_closed_set:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885:4:16:21:higher than,relative_vertical,higher than,True,4.1046643861619714e-10
open3dsg,open3dsg_ov:full_official_validation:c7895f78-339c-2d13-82bb-cc990cbbc90f_3:13:6:lower than,relative_vertical,lower than,True,1.6209256159527285e-14
sgfn,sgfn_official_full_l160:official_test:bcb0fe04-4f39-2c70-9f03-d0eec592de24:3:28:37:lower than,relative_vertical,lower than,True,0.0
vlsat,vlsat_closed_set:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017:1:5:9:lower than,relative_vertical,lower than,True,0.3490510600878757
open3dsg,open3dsg_ov:full_official_validation:4238490a-60a7-271e-9c04-3846221dc354_1:10:8:higher than,relative_vertical,higher than,True,0.1899216296095763
sgfn,sgfn_official_full_l160:official_test:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6:2:16:22:higher than,relative_vertical,higher than,True,4.764089567288465e-09
vlsat,vlsat_closed_set:full_official_validation:a0905fdd-66f7-2272-9cdb-89360888ea67:1:64:14:lower than,relative_vertical,lower than,True,2.107113222349355e-05
sgfn,sgfn_official_full_l160:official_test:d7d40d4c-7a5d-2b36-95c1-5f6c9147caf0:2:15:14:higher than,relative_vertical,higher than,True,0.00016914391029232423
open3dsg,open3dsg_ov:full_official_validation:5341b7e3-8a66-2cdd-8709-66a2159f0017_1:12:15:lower than,relative_vertical,lower than,True,3.566615448580279e-05
open3dsg,open3dsg_ov:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017_2:30:2:higher than,relative_vertical,higher than,True,0.018792539190495394
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddf-45a5-2e80-8007-8e9e7f323e52_1:6:15:higher than,relative_vertical,higher than,True,0.00018918333321904512
vlsat,vlsat_closed_set:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135:2:16:11:lower than,relative_vertical,lower than,True,0.8678080381998571
open3dsg,open3dsg_ov:full_official_validation:6bde60cb-9162-246f-8cf5-d04f7426e56f_1:2:8:higher than,relative_vertical,higher than,True,0.057028956577564904
open3dsg,open3dsg_ov:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2_2:24:19:higher than,relative_vertical,higher than,True,1.7198469148826945e-07
open3dsg,open3dsg_ov:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce_1:1:9:lower than,relative_vertical,lower than,True,1.6386844824411995e-06
sgfn,sgfn_official_full_l160:official_test:f2c76fed-2239-29d0-8598-9ed42cec9dc5:1:8:44:lower than,relative_vertical,lower than,True,2.5501822875639846e-13
sgfn,sgfn_official_full_l160:official_test:095821f9-e2c2-2de1-9707-8f735cd1c148:1:8:6:lower than,relative_vertical,lower than,True,0.983603505880967
vlsat,vlsat_closed_set:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e:5:24:19:higher than,relative_vertical,higher than,True,3.0730973321624333e-13
sgfn,sgfn_official_full_l160:official_test:10b1792a-3938-2467-8b4e-a93da27a0985:5:36:25:higher than,relative_vertical,higher than,True,0.8268798930933818
vlsat,vlsat_closed_set:full_official_validation:c7895f7a-339c-2d13-82ac-09ef1c9001ba:3:8:14:higher than,relative_vertical,higher than,True,1.6127485783501427e-06
sgfn,sgfn_official_full_l160:official_test:0cac7540-8d6f-2d13-8eee-36ba2a428e3f:3:10:13:lower than,relative_vertical,lower than,True,0.04441446805726157
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_3:8:9:higher than,relative_vertical,higher than,True,0.0015231092204828212
open3dsg,open3dsg_ov:full_official_validation:0cac7532-8d6f-2d13-8cea-1e70d5ae4856_1:6:20:lower than,relative_vertical,lower than,True,1.149773465036752e-05
open3dsg,open3dsg_ov:full_official_validation:a0905fdd-66f7-2272-9cdb-89360888ea67_2:43:1:lower than,relative_vertical,lower than,True,0.8873745219703909
vlsat,vlsat_closed_set:full_official_validation:20c993b7-698f-29c5-847d-c8cb8a685f5a:2:2:8:higher than,relative_vertical,higher than,True,0.016251618084079378
open3dsg,open3dsg_ov:full_official_validation:2451c048-fae8-24f6-9043-f1604dbada2c_1:52:53:higher than,relative_vertical,higher than,True,0.00025359243904965467
open3dsg,open3dsg_ov:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e_1:5:3:higher than,relative_vertical,higher than,True,0.9333150678038836
open3dsg,open3dsg_ov:full_official_validation:c7895f78-339c-2d13-82bb-cc990cbbc90f_1:12:19:lower than,relative_vertical,lower than,True,2.1961618453802956e-06
open3dsg,open3dsg_ov:full_official_validation:bcb0fe04-4f39-2c70-9f03-d0eec592de24_1:27:39:lower than,relative_vertical,lower than,True,5.10702591327572e-15
open3dsg,open3dsg_ov:full_official_validation:c7895f27-339c-2d13-836b-c12dca280261_3:1:12:lower than,relative_vertical,lower than,True,2.6526103891200137e-07
open3dsg,open3dsg_ov:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140_5:15:18:higher than,relative_vertical,higher than,True,0.0003084393139245467
vlsat,vlsat_closed_set:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7:2:30:35:higher than,relative_vertical,higher than,True,0.0014804247378442659
sgfn,sgfn_official_full_l160:official_test:1d2f850c-d757-207c-8fba-60b90a7d4691:1:12:14:higher than,relative_vertical,higher than,True,0.00164731585524025
open3dsg,open3dsg_ov:full_official_validation:6bde607d-9162-246f-8f84-98cf7ac2374c_1:4:16:higher than,relative_vertical,higher than,True,1.0779166448315891e-10
vlsat,vlsat_closed_set:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801:1:15:52:lower than,relative_vertical,lower than,True,7.871222562627622e-10
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_5:1:78:higher than,relative_vertical,higher than,True,0.0009432254720336264
vlsat,vlsat_closed_set:full_official_validation:0cac7584-8d6f-2d13-8df8-c05e4307b418:2:18:60:higher than,relative_vertical,higher than,True,2.2109758468502605e-11
vlsat,vlsat_closed_set:full_official_validation:a0905fdb-66f7-2272-9fc5-7c0008d5e87b:2:6:47:lower than,relative_vertical,lower than,True,6.391124608429166e-07
open3dsg,open3dsg_ov:full_official_validation:c2d99349-1947-2fbf-837e-a0bd5e027c52_3:24:5:higher than,relative_vertical,higher than,True,0.9926740444943561
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:4:11:57:higher than,relative_vertical,higher than,True,0.0
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:7:104:23:higher than,relative_vertical,higher than,True,0.5076757803979766
vlsat,vlsat_closed_set:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1:2:14:55:higher than,relative_vertical,higher than,True,0.9975615863681173
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_1:1:26:higher than,relative_vertical,higher than,True,0.0003834502315002153
sgfn,sgfn_official_full_l160:official_test:c2d99341-1947-2fbf-817a-5aa9b44f724f:1:17:16:higher than,relative_vertical,higher than,True,5.547822479190501e-07
open3dsg,open3dsg_ov:full_official_validation:5341b7b3-8a66-2cdd-856d-9d70e194568b_3:16:90:lower than,relative_vertical,lower than,True,8.08856189595808e-05
sgfn,sgfn_official_full_l160:official_test:5341b79f-8a66-2cdd-84d5-6dba6525dd75:2:17:15:higher than,relative_vertical,higher than,True,0.6421264736296521
open3dsg,open3dsg_ov:full_official_validation:e61b0e04-bada-2f31-82d6-72831a602ba7_2:1:12:higher than,relative_vertical,higher than,True,0.4680430081344591
open3dsg,open3dsg_ov:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce_2:45:1:lower than,relative_vertical,lower than,True,0.9915591263848729
sgfn,sgfn_official_full_l160:official_test:fcf66d7b-622d-291c-86b8-7db96aebcee3:2:5:19:lower than,relative_vertical,lower than,True,0.016332098141150664
sgfn,sgfn_official_full_l160:official_test:0988ea72-eb32-2e61-8344-99e2283c2728:3:33:18:lower than,relative_vertical,lower than,True,6.323012113895743e-10
open3dsg,open3dsg_ov:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad_6:1:39:lower than,relative_vertical,lower than,True,3.2521203960911294e-06
open3dsg,open3dsg_ov:full_official_validation:10b1794e-3938-2467-89a7-ebc89e84cf88_1:11:10:lower than,relative_vertical,lower than,True,5.256665513986292e-08
sgfn,sgfn_official_full_l160:official_test:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:2:9:20:lower than,relative_vertical,lower than,True,0.00015123156575003183
open3dsg,open3dsg_ov:full_official_validation:8eabc445-5af7-2f32-85ae-90deb8eb1b0b_1:2:5:higher than,relative_vertical,higher than,True,0.6421264736587637
vlsat,vlsat_closed_set:full_official_validation:c7895f29-339c-2d13-83e9-90dbe61fa8be:2:5:19:higher than,relative_vertical,higher than,True,0.9985336801574081
sgfn,sgfn_official_full_l160:official_test:43b8cae3-6678-2e38-9b67-5905de29f6d7:2:2:4:higher than,relative_vertical,higher than,True,0.0038370828626929088
open3dsg,open3dsg_ov:full_official_validation:1d234024-e280-2b1a-8c28-2743fefed020_2:14:10:higher than,relative_vertical,higher than,True,0.6421264717391046
vlsat,vlsat_closed_set:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6:4:27:28:higher than,relative_vertical,higher than,True,8.701167429725487e-05
vlsat,vlsat_closed_set:full_official_validation:2451c048-fae8-24f6-9043-f1604dbada2c:1:101:100:lower than,relative_vertical,lower than,True,0.005650900862822716
sgfn,sgfn_official_full_l160:official_test:7747a4ec-9431-24e8-848f-897279a1e9fe:2:19:64:higher than,relative_vertical,higher than,True,0.8882773773467345
vlsat,vlsat_closed_set:full_official_validation:10b1792e-3938-2467-8bb3-172148ae5a67:2:9:23:lower than,relative_vertical,lower than,True,0.0006901369119683975
open3dsg,open3dsg_ov:full_official_validation:c7895f2b-339c-2d13-8248-b0507e050314_3:20:1:higher than,relative_vertical,higher than,True,3.5793570329900604e-09
vlsat,vlsat_closed_set:full_official_validation:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:2:27:35:lower than,relative_vertical,lower than,True,0.0
sgfn,sgfn_official_full_l160:official_test:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:4:22:33:higher than,relative_vertical,higher than,True,4.987873427031442e-05
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:6:57:42:higher than,relative_vertical,higher than,True,3.639918122466668e-08
sgfn,sgfn_official_full_l160:official_test:38770ca3-86d7-27b8-85a7-7d840ffdec6a:7:65:40:higher than,relative_vertical,higher than,True,1.8491652653551682e-11
sgfn,sgfn_official_full_l160:official_test:ddc73797-765b-241a-9e2c-097c5989baf6:2:8:12:higher than,relative_vertical,higher than,True,5.652276946488399e-08
vlsat,vlsat_closed_set:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:3:53:41:higher than,relative_vertical,higher than,True,0.23382795278436297
sgfn,sgfn_official_full_l160:official_test:6e67e550-1209-2cd0-8294-7cc2564cf82c:1:12:11:higher than,relative_vertical,higher than,True,2.120525977034049e-14
open3dsg,open3dsg_ov:full_official_validation:43b8cae3-6678-2e38-9b67-5905de29f6d7_1:7:25:higher than,relative_vertical,higher than,True,1.754518852092879e-06
open3dsg,open3dsg_ov:full_official_validation:43b8cadf-6678-2e38-9920-064144c99406_2:11:17:higher than,relative_vertical,higher than,True,0.5018693064259803
sgfn,sgfn_official_full_l160:official_test:1d234026-e280-2b1a-8fe1-713e28269f4d:1:11:18:higher than,relative_vertical,higher than,True,0.9497325433132482
sgfn,sgfn_official_full_l160:official_test:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc:5:31:9:higher than,relative_vertical,higher than,True,0.6421264736467451
vlsat,vlsat_closed_set:full_official_validation:2451c048-fae8-24f6-9043-f1604dbada2c:1:53:52:lower than,relative_vertical,lower than,True,0.00026949409514753775
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_3:1:28:lower than,relative_vertical,lower than,True,0.00010435604075820226
sgfn,sgfn_official_full_l160:official_test:8eabc455-5af7-2f32-8606-a0bdbe6c537d:3:43:42:higher than,relative_vertical,higher than,True,0.07154517723041742
open3dsg,open3dsg_ov:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6_2:10:24:lower than,relative_vertical,lower than,True,0.9997874968482664
open3dsg,open3dsg_ov:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7_3:1:2:higher than,relative_vertical,higher than,True,0.7664576161821637
sgfn,sgfn_official_full_l160:official_test:41385849-a238-2435-81d0-ceb0eba4541a:2:151:152:lower than,relative_vertical,lower than,True,4.957635534108551e-05
vlsat,vlsat_closed_set:full_official_validation:a0905fd9-66f7-2272-9dfb-0483fdcc54c7:9:37:39:lower than,relative_vertical,lower than,True,0.8650224572743458
open3dsg,open3dsg_ov:full_official_validation:6e67e55f-1209-2cd0-8194-8c6278434c80_1:1:12:lower than,relative_vertical,lower than,True,1.849563730171866e-06
open3dsg,open3dsg_ov:full_official_validation:4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_3:20:9:lower than,relative_vertical,lower than,True,0.9971242321744733
vlsat,vlsat_closed_set:full_official_validation:f2c76fe9-2239-29d0-87ec-f2c7ced812c1:3:22:20:higher than,relative_vertical,higher than,True,2.0354912400044611e-07
vlsat,vlsat_closed_set:full_official_validation:8eabc445-5af7-2f32-85ae-90deb8eb1b0b:3:14:1:higher than,relative_vertical,higher than,True,0.03905677159204013
vlsat,vlsat_closed_set:full_official_validation:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6:2:13:16:higher than,relative_vertical,higher than,True,0.00037435231104732125
sgfn,sgfn_official_full_l160:official_test:9766cbf7-6321-2e2f-81e1-2b46533c64dd:4:42:36:lower than,relative_vertical,lower than,True,4.837518163824939e-10
vlsat,vlsat_closed_set:full_official_validation:7747a510-9431-24e8-8705-907ee78be2a2:3:55:6:higher than,relative_vertical,higher than,True,2.671520782371317e-10
open3dsg,open3dsg_ov:full_official_validation:10b1792a-3938-2467-8b4e-a93da27a0985_2:7:1:higher than,relative_vertical,higher than,True,1.2628485301924286e-07
vlsat,vlsat_closed_set:full_official_validation:c7895f7a-339c-2d13-82ac-09ef1c9001ba:1:25:22:higher than,relative_vertical,higher than,True,8.03408950811324e-07
vlsat,vlsat_closed_set:full_official_validation:6e67e55f-1209-2cd0-8194-8c6278434c80:2:2:10:higher than,relative_vertical,higher than,True,0.9994836850405014
vlsat,vlsat_closed_set:full_official_validation:4138585b-a238-2435-810b-9728fc989b2f:2:16:17:higher than,relative_vertical,higher than,True,0.6421264734971153
open3dsg,open3dsg_ov:full_official_validation:4731976c-f9f7-2a1a-95cc-31c4d1751d0b_5:1:3:higher than,relative_vertical,higher than,True,0.99996295976922
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:3:101:100:higher than,relative_vertical,higher than,True,0.002774319131280123
open3dsg,open3dsg_ov:full_official_validation:321c8680-a5a8-2a84-85c2-816a26d59516_2:18:24:higher than,relative_vertical,higher than,True,1.2997380949286708e-12
open3dsg,open3dsg_ov:full_official_validation:c7895f29-339c-2d13-83e9-90dbe61fa8be_4:17:25:lower than,relative_vertical,lower than,True,2.6144370116387705e-05
sgfn,sgfn_official_full_l160:official_test:4238490a-60a7-271e-9c04-3846221dc354:1:14:17:higher than,relative_vertical,higher than,True,0.04176345744502463
vlsat,vlsat_closed_set:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e:4:28:27:higher than,relative_vertical,higher than,True,1.9198792555741306e-09
open3dsg,open3dsg_ov:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545_2:1:15:higher than,relative_vertical,higher than,True,0.0010790109336316078
sgfn,sgfn_official_full_l160:official_test:bf9a3ddd-45a5-2e80-80bc-647365c7ca08:1:23:21:higher than,relative_vertical,higher than,True,0.4818228198231116
open3dsg,open3dsg_ov:full_official_validation:0988ea72-eb32-2e61-8344-99e2283c2728_4:39:5:higher than,relative_vertical,higher than,True,3.070347195377465e-07
vlsat,vlsat_closed_set:full_official_validation:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:2:2:35:lower than,relative_vertical,lower than,True,0.0
sgfn,sgfn_official_full_l160:official_test:4fbad32f-465b-2a5d-8408-146ab1d72808:2:11:14:higher than,relative_vertical,higher than,True,4.163336342344337e-14
sgfn,sgfn_official_full_l160:official_test:8eabc45f-5af7-2f32-8528-640861d2a135:2:10:29:lower than,relative_vertical,lower than,True,1.5318181562085087e-06
sgfn,sgfn_official_full_l160:official_test:75c25975-9ca2-2844-9769-84677f46d4cf:2:34:28:higher than,relative_vertical,higher than,True,0.0012322812850834586
sgfn,sgfn_official_full_l160:official_test:10b17944-3938-2467-8bac-5552375e4467:3:15:28:lower than,relative_vertical,lower than,True,9.13152432557851e-08
open3dsg,open3dsg_ov:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2_2:1:63:lower than,relative_vertical,lower than,True,2.3560815320955442e-07
vlsat,vlsat_closed_set:full_official_validation:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:5:42:39:lower than,relative_vertical,lower than,True,1.6171501471262673e-08
open3dsg,open3dsg_ov:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885_4:1:17:lower than,relative_vertical,lower than,True,1.4151604332823808e-08
vlsat,vlsat_closed_set:full_official_validation:c92fb5b7-f771-2064-87a9-31c819832405:4:27:30:higher than,relative_vertical,higher than,True,1.865840815185038e-12
sgfn,sgfn_official_full_l160:official_test:e61b0e02-bada-2f31-82d0-80fc5c70bd6f:4:59:23:higher than,relative_vertical,higher than,True,2.725853687213231e-07
sgfn,sgfn_official_full_l160:official_test:d7d40d4e-7a5d-2b36-97e7-34324c52ac42:1:11:7:higher than,relative_vertical,higher than,True,0.9895866711371468
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:8:101:63:lower than,relative_vertical,lower than,True,3.3888069118637176e-06
open3dsg,open3dsg_ov:full_official_validation:43b8cae3-6678-2e38-9b67-5905de29f6d7_2:1:4:higher than,relative_vertical,higher than,True,0.26118740182904665
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:5:27:32:higher than,relative_vertical,higher than,True,1.5171194940766242e-05
open3dsg,open3dsg_ov:full_official_validation:4fbad331-465b-2a5d-8488-852fcda9513c_4:1:66:higher than,relative_vertical,higher than,True,0.3918146591251136
open3dsg,open3dsg_ov:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2_6:2:6:higher than,relative_vertical,higher than,True,7.934437904810743e-06
sgfn,sgfn_official_full_l160:official_test:bf9a3da2-45a5-2e80-8219-1f0a216399fe:3:11:3:lower than,relative_vertical,lower than,True,9.371358244969485e-08
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:3:46:54:lower than,relative_vertical,lower than,True,2.9976021664879227e-15
sgfn,sgfn_official_full_l160:official_test:c2d99349-1947-2fbf-837e-a0bd5e027c52:1:22:21:lower than,relative_vertical,lower than,True,8.024692021990631e-13
sgfn,sgfn_official_full_l160:official_test:0cac7584-8d6f-2d13-8df8-c05e4307b418:2:18:12:higher than,relative_vertical,higher than,True,1.1826817303273174e-10
open3dsg,open3dsg_ov:full_official_validation:75c25975-9ca2-2844-9769-84677f46d4cf_3:26:24:higher than,relative_vertical,higher than,True,0.0015486189751117152
sgfn,sgfn_official_full_l160:official_test:ddc7379b-765b-241a-9f45-c37e41608726:3:52:19:higher than,relative_vertical,higher than,True,1.506719283062008e-05
