source,prediction_id,family,predicate,point_monotone,mesh_monotone,compatibility_monotone,point_endpoint_change,mesh_endpoint_change,compatibility_endpoint_change
open3dsg,open3dsg_ov:full_official_validation:bf9a3de9-45a5-2e80-8022-277108d67404_1:4:7:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.002048015911736978
open3dsg,open3dsg_ov:full_official_validation:6bde6083-9162-246f-8c9c-e170212059b2_2:1:16:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.383224923217258
vlsat,vlsat_closed_set:full_official_validation:4fbad31e-465b-2a5d-84b7-c0ddea978db4:1:36:10:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.8778684102884333
open3dsg,open3dsg_ov:full_official_validation:75c25975-9ca2-2844-9769-84677f46d4cf_4:19:6:lower than,relative_vertical,lower than,True,True,True,2.0,2.0000000000000004,0.00017794210661359333
vlsat,vlsat_closed_set:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545:2:38:16:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.0031895744112977464
sgfn,sgfn_official_full_l160:official_test:095821f9-e2c2-2de1-9707-8f735cd1c148:1:3:2:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.040876538618776825
open3dsg,open3dsg_ov:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015_1:8:10:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9892781902388055
sgfn,sgfn_official_full_l160:official_test:c7895f78-339c-2d13-82bb-cc990cbbc90f:2:17:2:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0032770043987111475
sgfn,sgfn_official_full_l160:official_test:c7895f63-339c-2d13-81a3-0b07b1eb23b4:3:23:14:lower than,relative_vertical,lower than,True,True,True,1.9999999999999996,2.0,0.00018198204614494617
sgfn,sgfn_official_full_l160:official_test:5630cfde-12bf-2860-8563-d68bdd98fab0:2:9:30:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.46444536879364084
vlsat,vlsat_closed_set:full_official_validation:ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64:5:23:22:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.14861254222307685
open3dsg,open3dsg_ov:full_official_validation:75c25975-9ca2-2844-9769-84677f46d4cf_1:10:13:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.02101778237252505
sgfn,sgfn_official_full_l160:official_test:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:2:20:11:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.02782523769975065
sgfn,sgfn_official_full_l160:official_test:9766cbf5-6321-2e2f-8131-78c4e204635d:5:42:40:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.03561948724500297
sgfn,sgfn_official_full_l160:official_test:c7895f7a-339c-2d13-82ac-09ef1c9001ba:2:21:18:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.005233969991958021
open3dsg,open3dsg_ov:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1_2:48:18:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0038963685300290596
sgfn,sgfn_official_full_l160:official_test:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:1:25:40:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,1.759157006697709e-05
sgfn,sgfn_official_full_l160:official_test:ba6fdaac-a4c1-2dca-8380-f16765679fd7:2:33:30:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.024010524966141755
open3dsg,open3dsg_ov:full_official_validation:0cac7540-8d6f-2d13-8eee-36ba2a428e3f_2:27:20:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.007392155154115176
vlsat,vlsat_closed_set:full_official_validation:75c25975-9ca2-2844-9769-84677f46d4cf:1:13:16:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0027082321332327908
sgfn,sgfn_official_full_l160:official_test:7272e16c-a01b-20f6-8961-a0927b4a7629:2:19:33:lower than,relative_vertical,lower than,True,True,True,2.0000000000000004,2.0,0.001421621751597324
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:6:68:31:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,8.066183985744324e-06
open3dsg,open3dsg_ov:full_official_validation:b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_1:2:10:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.0032199687120226805
open3dsg,open3dsg_ov:full_official_validation:4731976c-f9f7-2a1a-95cc-31c4d1751d0b_4:43:46:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.05177131890809006
open3dsg,open3dsg_ov:full_official_validation:8eabc455-5af7-2f32-8606-a0bdbe6c537d_3:37:42:higher than,relative_vertical,higher than,True,True,True,1.9999999999999996,1.9999999999999996,0.001393419520771877
sgfn,sgfn_official_full_l160:official_test:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:4:17:56:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.006345970121478972
sgfn,sgfn_official_full_l160:official_test:ba6fdaac-a4c1-2dca-8380-f16765679fd7:5:17:4:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.023470191426097964
sgfn,sgfn_official_full_l160:official_test:5630cfde-12bf-2860-8563-d68bdd98fab0:2:17:14:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.30986598004197763
vlsat,vlsat_closed_set:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1:2:48:53:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,3.313158891871115e-05
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:7:38:87:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.4035207007990701
open3dsg,open3dsg_ov:full_official_validation:10b1792a-3938-2467-8b4e-a93da27a0985_5:38:28:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,8.213604994232815e-05
vlsat,vlsat_closed_set:full_official_validation:0cac7676-8d6f-2d13-8f3a-d7bf7f03e721:2:24:31:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,8.228235034857256e-05
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:2:56:12:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,1.9999999999999996,0.0017551496646659448
open3dsg,open3dsg_ov:full_official_validation:321c8680-a5a8-2a84-85c2-816a26d59516_3:23:16:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.5603519847750856
open3dsg,open3dsg_ov:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801_7:67:23:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,1.9999999999999998,0.012365312634943892
sgfn,sgfn_official_full_l160:official_test:1d2f850c-d757-207c-8fba-60b90a7d4691:2:107:45:lower than,relative_vertical,lower than,True,True,True,2.0,1.9999999999999998,0.015170648121370478
open3dsg,open3dsg_ov:full_official_validation:10b1792e-3938-2467-8bb3-172148ae5a67_3:14:3:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9828547978120782
vlsat,vlsat_closed_set:full_official_validation:75c25989-9ca2-2844-97b4-31b81f7554b8:1:8:5:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.019519337077797072
open3dsg,open3dsg_ov:full_official_validation:f2c76fe9-2239-29d0-87ec-f2c7ced812c1_2:4:30:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0018438941220136895
vlsat,vlsat_closed_set:full_official_validation:c7895f29-339c-2d13-83e9-90dbe61fa8be:2:23:19:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.007784008201969894
open3dsg,open3dsg_ov:full_official_validation:5341b7e3-8a66-2cdd-8709-66a2159f0017_2:10:7:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.016260380653732254
sgfn,sgfn_official_full_l160:official_test:d7d40d50-7a5d-2b36-9446-7d636174329f:1:13:12:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.026277343410957
open3dsg,open3dsg_ov:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf_10:49:1:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.9998580657038996
vlsat,vlsat_closed_set:full_official_validation:c2d99349-1947-2fbf-837e-a0bd5e027c52:2:12:13:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0950019452658577
open3dsg,open3dsg_ov:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801_8:101:63:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.7882921642885958
open3dsg,open3dsg_ov:full_official_validation:c7895f29-339c-2d13-83e9-90dbe61fa8be_4:1:28:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.522370252152649
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddf-45a5-2e80-8007-8e9e7f323e52_1:6:2:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.006199981433374302
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:3:9:20:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.003539642675027599
open3dsg,open3dsg_ov:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885_4:50:21:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.04237725972826745
sgfn,sgfn_official_full_l160:official_test:0cac7540-8d6f-2d13-8eee-36ba2a428e3f:2:6:4:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,1.9999999999999998,0.02542224741210264
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:2:39:62:lower than,relative_vertical,lower than,True,True,True,2.0,1.9999999999999991,1.3326095405941096e-05
sgfn,sgfn_official_full_l160:official_test:7747a4ec-9431-24e8-848f-897279a1e9fe:5:5:22:lower than,relative_vertical,lower than,True,True,True,1.9999999999999991,2.0,1.4420769989254012e-07
vlsat,vlsat_closed_set:full_official_validation:095821f9-e2c2-2de1-9707-8f735cd1c148:1:6:10:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.019096732503832592
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddd-45a5-2e80-80bc-647365c7ca08_2:16:1:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.999945951852214
open3dsg,open3dsg_ov:full_official_validation:c7895f27-339c-2d13-836b-c12dca280261_3:53:1:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,8.720862784095118e-05
vlsat,vlsat_closed_set:full_official_validation:1d2f850c-d757-207c-8fba-60b90a7d4691:4:56:75:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,6.951186106674001e-05
vlsat,vlsat_closed_set:full_official_validation:10b17944-3938-2467-8bac-5552375e4467:3:28:2:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,1.9999999999999998,0.015067784417183039
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:6:5:2:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.03760986576422032
open3dsg,open3dsg_ov:full_official_validation:4138582f-a238-2435-8332-6902542c2823_2:1:4:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.022787433712561755
sgfn,sgfn_official_full_l160:official_test:ddc73797-765b-241a-9e2c-097c5989baf6:5:106:105:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,8.316550751530372e-05
sgfn,sgfn_official_full_l160:official_test:7272e16c-a01b-20f6-8961-a0927b4a7629:2:23:33:lower than,relative_vertical,lower than,True,True,True,2.0000000000000004,2.0,0.0010492596567339696
open3dsg,open3dsg_ov:full_official_validation:a0905fdb-66f7-2272-9fc5-7c0008d5e87b_3:85:13:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0885638743503328
open3dsg,open3dsg_ov:full_official_validation:bf9a3de9-45a5-2e80-8022-277108d67404_3:10:16:lower than,relative_vertical,lower than,True,True,True,1.9999999999999996,2.0,1.2952928590603818e-05
open3dsg,open3dsg_ov:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6_2:1:24:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9978617969765381
vlsat,vlsat_closed_set:full_official_validation:c7895f2b-339c-2d13-8248-b0507e050314:1:29:31:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.03183847548420715
open3dsg,open3dsg_ov:full_official_validation:20c993b3-698f-29c5-859c-dca8ddecf220_2:1:6:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9988946780483101
sgfn,sgfn_official_full_l160:official_test:bf9a3da2-45a5-2e80-8219-1f0a216399fe:3:3:19:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0015994424620713321
sgfn,sgfn_official_full_l160:official_test:ddc7379b-765b-241a-9f45-c37e41608726:4:26:47:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9896611697513501
sgfn,sgfn_official_full_l160:official_test:0cac761b-8d6f-2d13-8f16-23a7d73c54fe:1:9:15:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999996,0.0007259805321151447
vlsat,vlsat_closed_set:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015:3:29:17:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.671976149480438
sgfn,sgfn_official_full_l160:official_test:ea318260-0a4c-2749-9389-4c16c782c4b1:1:82:20:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.011950289227415034
vlsat,vlsat_closed_set:full_official_validation:c2d99349-1947-2fbf-837e-a0bd5e027c52:3:2:3:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.5850850753671419
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:4:107:43:lower than,relative_vertical,lower than,True,True,True,2.0,1.9999999999999998,0.0399439887593287
sgfn,sgfn_official_full_l160:official_test:c7895f27-339c-2d13-836b-c12dca280261:1:23:21:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.000935982169059324
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddd-45a5-2e80-80bc-647365c7ca08_1:25:6:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0020288750210243345
sgfn,sgfn_official_full_l160:official_test:2451c048-fae8-24f6-9043-f1604dbada2c:3:23:41:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0000000000000004,0.009222217439719405
sgfn,sgfn_official_full_l160:official_test:f2c76feb-2239-29d0-8418-72b6051fc144:4:5:3:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.8332661234604147
open3dsg,open3dsg_ov:full_official_validation:5341b7b3-8a66-2cdd-856d-9d70e194568b_3:90:1:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.9829876547967105
open3dsg,open3dsg_ov:full_official_validation:8eabc455-5af7-2f32-8606-a0bdbe6c537d_1:1:11:lower than,relative_vertical,lower than,True,True,True,2.0,1.9999999999999996,0.0001346141478142382
sgfn,sgfn_official_full_l160:official_test:ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64:5:15:21:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0014659063338464673
vlsat,vlsat_closed_set:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1:3:107:57:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.631347948602476
sgfn,sgfn_official_full_l160:official_test:c7895f27-339c-2d13-836b-c12dca280261:4:42:17:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,9.42397594816402e-05
sgfn,sgfn_official_full_l160:official_test:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc:3:17:24:higher than,relative_vertical,higher than,True,True,True,1.9999999999999996,2.0,0.0001916186603071468
sgfn,sgfn_official_full_l160:official_test:c92fb5b7-f771-2064-87a9-31c819832405:3:42:31:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999996,0.003368427102360738
vlsat,vlsat_closed_set:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1:2:54:18:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.0011721876610270021
sgfn,sgfn_official_full_l160:official_test:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:4:12:36:lower than,relative_vertical,lower than,True,True,True,2.0000000000000004,2.0000000000000004,0.000196971757129627
vlsat,vlsat_closed_set:full_official_validation:5630cfd1-12bf-2860-86b2-e7a96bc32c19:1:11:23:lower than,relative_vertical,lower than,True,True,True,2.0000000000000004,1.9999999999999996,0.0009343062995329499
open3dsg,open3dsg_ov:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135_1:35:7:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.024898870857261723
sgfn,sgfn_official_full_l160:official_test:f2c76fe5-2239-29d0-8593-1a2555125595:3:35:27:lower than,relative_vertical,lower than,True,True,True,1.9999999999999996,2.0,0.00026892314094628667
open3dsg,open3dsg_ov:full_official_validation:b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_2:7:1:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.0067544295608811256
sgfn,sgfn_official_full_l160:official_test:4fbad331-465b-2a5d-8488-852fcda9513c:2:37:15:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0036474543999001074
vlsat,vlsat_closed_set:full_official_validation:0cac7619-8d6f-2d13-8f36-ac562ec9a4de:2:14:13:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.9563071662397047
open3dsg,open3dsg_ov:full_official_validation:10b17963-3938-2467-8a48-0d4af350ce92_1:1:8:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9901134343081707
open3dsg,open3dsg_ov:full_official_validation:787ed58c-9d98-2c97-83b9-b48a609ace15_2:2:12:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,9.56707348772623e-05
sgfn,sgfn_official_full_l160:official_test:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:3:6:37:lower than,relative_vertical,lower than,True,True,True,2.0,1.9999999999999991,3.2871347794838357e-06
sgfn,sgfn_official_full_l160:official_test:5341b7e3-8a66-2cdd-8709-66a2159f0017:2:2:21:lower than,relative_vertical,lower than,True,True,True,2.0,1.9999999999999998,0.0001459028073732549
sgfn,sgfn_official_full_l160:official_test:7747a4ec-9431-24e8-848f-897279a1e9fe:2:19:33:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.00015218295651098224
open3dsg,open3dsg_ov:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015_3:1:17:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.019246033825121134
sgfn,sgfn_official_full_l160:official_test:10b1794e-3938-2467-89a7-ebc89e84cf88:1:16:10:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.018256812603348438
open3dsg,open3dsg_ov:full_official_validation:6bde60cb-9162-246f-8cf5-d04f7426e56f_1:2:1:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.06492716067021653
sgfn,sgfn_official_full_l160:official_test:8eabc445-5af7-2f32-85ae-90deb8eb1b0b:3:16:10:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.6885390620821978
open3dsg,open3dsg_ov:full_official_validation:f2c76ff1-2239-29d0-87f5-8a0346584384_2:31:1:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.008998463915832478
open3dsg,open3dsg_ov:full_official_validation:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc_5:9:11:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.011249267316569389
open3dsg,open3dsg_ov:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf_10:56:49:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.2228552532241428
sgfn,sgfn_official_full_l160:official_test:75c25975-9ca2-2844-9769-84677f46d4cf:2:27:34:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.009678222910338707
open3dsg,open3dsg_ov:full_official_validation:43b8cadf-6678-2e38-9920-064144c99406_1:6:1:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.0013959014821942617
vlsat,vlsat_closed_set:full_official_validation:4fbad31e-465b-2a5d-84b7-c0ddea978db4:5:16:51:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.03122445324723011
open3dsg,open3dsg_ov:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe_3:68:20:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,7.022837451353681e-06
vlsat,vlsat_closed_set:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e:4:44:45:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.013450086916092285
open3dsg,open3dsg_ov:full_official_validation:10b17944-3938-2467-8bac-5552375e4467_2:16:6:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9945375534006264
sgfn,sgfn_official_full_l160:official_test:5630cfde-12bf-2860-8563-d68bdd98fab0:2:8:9:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.044950250622233234
open3dsg,open3dsg_ov:full_official_validation:10b17963-3938-2467-8a48-0d4af350ce92_2:5:11:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.008530266997717195
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:6:36:28:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,1.9999999999999998,0.0027742256696465795
sgfn,sgfn_official_full_l160:official_test:f2c76feb-2239-29d0-8418-72b6051fc144:1:34:22:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.027486753756305715
open3dsg,open3dsg_ov:full_official_validation:d7dc987e-a34a-2794-85c8-f75389b27532_1:7:6:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.552975964011879
sgfn,sgfn_official_full_l160:official_test:9af05c68-5794-2e19-8c5a-979f448da545:3:41:63:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.16262593038869344
open3dsg,open3dsg_ov:full_official_validation:4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_1:6:10:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9998124195645334
open3dsg,open3dsg_ov:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2_3:1:15:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.000286858435401105
open3dsg,open3dsg_ov:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017_2:31:30:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.03334462429346419
open3dsg,open3dsg_ov:full_official_validation:ddc7379b-765b-241a-9f45-c37e41608726_1:35:64:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.007351007732648518
sgfn,sgfn_official_full_l160:official_test:0cac7540-8d6f-2d13-8eee-36ba2a428e3f:1:19:2:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.006595133824681465
vlsat,vlsat_closed_set:full_official_validation:5630cfe7-12bf-2860-8710-52729dc36cc6:2:10:6:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9979483298214248
sgfn,sgfn_official_full_l160:official_test:f2c76ff1-2239-29d0-87f5-8a0346584384:3:8:6:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.6963133154920621
sgfn,sgfn_official_full_l160:official_test:4a9a43d2-7736-2874-874d-d0fad0570e19:4:42:63:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,4.72613592950033e-06
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:3:53:54:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.07157450330455739
sgfn,sgfn_official_full_l160:official_test:4238490c-60a7-271e-9f38-3c651e3b3912:2:9:15:lower than,relative_vertical,lower than,True,True,True,2.0000000000000004,2.0,0.0015670872058668461
open3dsg,open3dsg_ov:full_official_validation:f2c76fe7-2239-29d0-84f5-144c30fd7451_3:22:1:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.9742315099345004
open3dsg,open3dsg_ov:full_official_validation:ddc73797-765b-241a-9e2c-097c5989baf6_4:52:14:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.02516090436563123
vlsat,vlsat_closed_set:full_official_validation:0cac75e8-8d6f-2d13-8fc4-acdbf00437c8:2:7:17:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,1.9999999999999998,0.0009959935775485373
sgfn,sgfn_official_full_l160:official_test:bf9a3dd9-45a5-2e80-817c-f918e193231b:4:11:31:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.04849678934829271
vlsat,vlsat_closed_set:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017:1:6:5:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.009602211427400031
sgfn,sgfn_official_full_l160:official_test:0cac7619-8d6f-2d13-8f36-ac562ec9a4de:1:15:16:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.09019298688289934
sgfn,sgfn_official_full_l160:official_test:4fbad31e-465b-2a5d-84b7-c0ddea978db4:4:32:47:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.8629658305501494
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:7:2:42:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.004280040361403392
sgfn,sgfn_official_full_l160:official_test:ddc7379b-765b-241a-9f45-c37e41608726:1:59:10:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,4.430162006774374e-05
open3dsg,open3dsg_ov:full_official_validation:b05fdd96-fca0-2d4f-88c3-d9dfda85c00e_2:5:12:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0007373670814709854
vlsat,vlsat_closed_set:full_official_validation:6e67e550-1209-2cd0-8294-7cc2564cf82c:2:6:10:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.10492253427147857
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:2:34:24:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.00664305201628923
open3dsg,open3dsg_ov:full_official_validation:10b1792a-3938-2467-8b4e-a93da27a0985_3:19:16:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.016145698015328724
open3dsg,open3dsg_ov:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545_2:1:50:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.004311362760637594
sgfn,sgfn_official_full_l160:official_test:1d234022-e280-2b1a-8cec-e9787bb0d7b2:3:3:6:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.38675706200503934
sgfn,sgfn_official_full_l160:official_test:c7895f2b-339c-2d13-8248-b0507e050314:3:33:15:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.012732882146180513
open3dsg,open3dsg_ov:full_official_validation:0cac761b-8d6f-2d13-8f16-23a7d73c54fe_1:2:7:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0034740238486723474
open3dsg,open3dsg_ov:full_official_validation:43b8cae3-6678-2e38-9b67-5905de29f6d7_2:4:9:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9998930614738893
vlsat,vlsat_closed_set:full_official_validation:0cac7540-8d6f-2d13-8eee-36ba2a428e3f:1:19:18:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0437682079291295
open3dsg,open3dsg_ov:full_official_validation:41385849-a238-2435-81d0-ceb0eba4541a_5:81:88:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.040517427573951714
open3dsg,open3dsg_ov:full_official_validation:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1_5:26:40:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0008236583348131266
